V_Word,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your
was,18,3,18,26,27,4,44,1,3,22,37,3,12,4,16,10,4,3,6,4,107,11,36,16,17,7,63,2,5,33,4,5,5,4,3,6,2,7,249,22,4,13,1,16,4,9,19,13,3,9,7,24,27,15,5,13,3,16,2,2,30,12,6,19,8,9,7,6,13,9,10,10,30,9,13,4,9,5,2,39,79,9,11,4,25,8,4,0,4,5,11,2,7,2,15,4,12,22,13,2,9,1129,17,5,98,30,8,96,14,181,19,31,24,29,7,75,10,6,6,12,1363,31,13,24,5,6,37,19,2,19,17,14,3,10,5,1,28,13,10,13,6,8,2,0,3,0,56,2,6,1,41,2,2,10,2,11,14,12,16,0,40,31,5,1,5,24,9,20,34,21,15,51,4,5,1,13,53,20,74,18,7,32,6,15,7,10,24,11,12,6,11,0,17,19,2,0,8,3,11,7,20,5,0,0,17,22,76,6,5,11,16,13,14,3,2,9,0,1,417,2,12,36,3,38,5,7,13,17,13,7,18,19,1,24,633,29,41,42,600,14,9,8,5,17,328,3,29,45,1,7,4,77,6,6,19,0,1,4,5,2,14,28,28,2,4,3,3,3,1,29,46,15,23,4,16,3,6,141,226,65,216,55,9,131,10,14,7,26,2,3,27,20,3,19,29,15,8,22,10,6,86,8,10,34,25,17,98,35,4,59,3,33,11,7,166,28,12,5,2,12,171,16,183,13,27,134,26,4,3,28,0,48,16,18,14,21,16,0,83,306,46,6,4,13,14,0,2,3,7,9,1,20,20,4,5,6,15,19,3,23,2,23,17,7,14,16,38,40,11,5,1,1,4,19,6,15,7,9,10,70,216,6,38,11,109,5,16,3,30,12,4,77,60,2,6,22,1,27,5,2,22,219,4,3,73,24,15,27,8,168,6,18,20,4,6,18,9,0,36,15,131,33,4,9,65,16,4,4,13,19,13,4,13,14,29,3,11,12,54,2,44,26,9,3,92,22,58,7,12,4,19,0,0,3,0,5,83,41,38,4,51,7,5,6,34,37,10,7,210,413,41,53,2,20,12,17,205,22,155,136,18,33,6,12,0,9,83,50,9,18,2,11,16,22,9,16,4,6,9,6,3,6,14,5,33,7,22,15,1,7,3,6,20,1,2,2,16,2,74,1,1,6,26,115,0,26,35,13,1,111,21,3,15,21,297,11,12,47,83,8,32,26,3,4,53,14,13,13,9,15,4,33,1,23,83,4,7,3,16,28,3,13,71,13,3,8,49,74,1,11,46,5,27,18,28,3,4,44,71,10,17,9,9,37,5,8,1,206,12,11,12,11,5,6,21,18,0,22,18,10
water,1,0,1,0,2,0,3,0,0,1,0,0,0,0,2,1,2,3,0,1,6,1,11,0,1,6,0,0,0,3,1,0,0,0,1,0,1,0,4,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,2,0,9,0,4,0,0,1,0,0,2,1,0,2,0,4,0,0,2,3,1,0,1,0,0,3,0,5,0,0,0,0,0,2,0,0,16,3,5,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,4,0,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,6,2,1,0,0,2,1,0,10,1,0,1,0,4,0,2,0,0,11,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,3,2,1,3,5,3,1,2,1,1,1,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,1,4,0,1,4,0,0,4,0,2,0,0,5,3,1,0,1,0,0,0,4,6,2,0,0,0,0,0,1,23,0,4,0,2,0,0,0,1,0,0,0,3,1,0,1,0,1,2,0,0,0,1,1,1,0,0,2,1,1,8,0,1,4,1,18,1,1,8,0,0,0,2,1,0,0,0,0,2,0,0,4,5,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,2,1,1,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,11,0,2,0,16,0,0,0,0,0,0,0,1,1,0,0,0,3,0,6,1,17,0,0,2,0,0,1,0,3,0,1,0,0,0,4,0,2,6,27,15,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,2,0,0,2,1,0,1,0,1,0,1,0,3,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,15,1,2,0,0,8,0,3,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5,2,0,1,2,1,0,2,1,0,0,1,3,1,0,3,7,8,2,6,7,5,6,0,0,0,1,1,1,0,0,1,0,1,0,1,2,0,0,1,2,1,1,1,3,0,0,3,2,0,0,0,15,3,0,2,2,0,4,1,11,0,8,0,1,0,0,0,5,4,0,1,1,0,1,1,0,0,0,3,0,0
way,8,0,1,0,2,0,37,3,5,0,0,0,2,0,16,9,16,4,0,0,6,1,4,1,1,9,1,1,5,0,0,1,7,3,0,1,0,0,6,24,0,3,2,0,0,1,0,2,6,1,0,3,0,0,0,0,1,1,0,4,0,2,0,2,0,1,0,1,0,4,1,0,0,1,0,0,2,0,8,0,7,0,5,0,7,3,1,4,3,6,0,1,5,4,0,2,1,10,0,5,8,2,2,1,22,1,0,7,1,38,0,0,0,1,1,2,1,0,2,32,34,18,2,0,2,1,1,3,0,1,1,0,1,2,1,0,1,1,4,0,1,11,2,0,12,1,1,0,1,1,1,0,0,0,1,0,4,5,3,0,12,0,0,1,0,7,0,1,29,8,0,3,0,1,1,2,57,0,29,29,2,4,0,14,0,5,12,2,7,1,1,0,2,2,1,0,0,0,0,0,0,0,3,1,3,0,4,22,2,0,1,0,3,0,1,0,1,0,1,1,0,0,5,1,0,20,1,1,1,0,7,0,1,1,61,42,3,1,6,1,4,0,0,4,60,0,0,0,0,1,2,1,0,0,1,0,0,0,1,19,0,1,3,0,4,0,0,2,0,0,27,0,4,2,7,1,1,1,1,0,8,2,1,0,1,0,3,9,0,0,4,1,0,1,0,0,1,6,0,7,6,2,0,3,2,1,9,2,3,0,0,3,0,0,5,5,3,4,1,5,17,0,10,1,15,8,4,0,7,4,1,0,1,0,1,0,3,0,10,8,0,0,12,0,0,1,0,1,0,9,0,0,1,0,1,1,1,12,0,1,1,4,1,2,3,3,1,3,1,0,1,0,1,0,0,0,3,0,1,4,36,0,2,0,22,0,5,2,1,3,0,2,0,2,2,2,1,12,1,7,8,42,0,0,7,4,1,9,0,14,4,1,1,0,1,5,0,1,17,16,28,7,1,0,1,0,0,5,0,1,0,0,0,1,0,3,30,1,5,2,1,1,2,2,1,4,4,2,1,2,5,0,0,2,1,0,3,1,2,0,2,0,0,0,4,5,2,1,4,5,0,0,0,2,0,2,5,2,9,3,1,17,0,4,0,5,19,3,0,0,6,0,0,1,1,0,0,0,0,1,0,1,0,0,3,1,3,0,1,1,1,1,6,2,0,0,2,0,17,1,0,2,1,6,1,3,1,0,1,4,0,0,1,2,33,4,0,3,9,3,14,0,4,3,24,2,1,2,0,15,1,1,0,1,2,1,8,2,2,0,2,0,12,1,1,2,1,0,1,1,23,1,4,16,0,1,5,6,3,3,30,2,0,2,0,0,5,24,1,2,0,2,5,1,0,1,0,21,0,5
we,8,3,28,10,6,4,32,0,0,4,9,2,0,3,4,10,6,32,2,3,100,5,20,2,1,16,19,1,1,20,1,5,1,3,3,2,3,4,83,16,0,2,28,6,2,2,2,1,3,5,3,5,9,4,5,6,0,32,0,1,3,2,4,4,3,9,4,17,6,3,3,3,0,6,3,3,2,4,1,12,43,4,2,2,8,4,6,2,4,5,12,2,5,1,2,2,2,9,4,2,18,20,3,4,6,12,2,14,2,12,4,0,35,11,4,110,7,2,1,37,30,2,2,8,4,5,5,12,0,3,11,3,3,2,0,0,13,2,10,1,6,2,2,0,1,2,9,4,1,5,8,2,1,6,1,1,6,4,9,4,2,0,1,4,4,4,8,4,6,12,5,21,2,2,0,2,24,8,28,10,0,25,4,14,5,14,12,5,7,0,8,0,4,6,10,1,9,7,2,5,3,3,0,1,3,1,41,10,1,8,3,6,8,0,6,1,2,3,3,10,6,10,2,36,3,5,4,5,4,6,10,1,0,17,198,7,21,33,12,11,4,6,6,25,47,4,6,9,2,4,12,23,4,1,5,0,3,1,4,3,3,10,9,1,31,2,2,1,1,9,18,2,16,11,11,0,10,77,71,29,75,20,0,3,1,21,8,17,0,2,6,15,11,8,12,6,0,10,3,2,6,1,5,3,2,1,44,1,1,24,0,5,1,0,14,1,6,222,0,4,16,4,21,2,10,52,1,11,11,5,5,0,2,5,0,0,12,3,1,7,0,4,129,0,3,2,0,0,14,42,2,3,0,0,0,25,0,84,0,1,1,5,0,3,2,2,1,6,2,2,0,0,5,1,0,1,9,2,43,17,14,0,20,0,9,0,40,10,4,23,2,10,5,23,0,2,2,71,0,1,319,6,1,5,5,18,0,21,0,7,1,1,5,4,0,0,0,0,13,7,43,2,0,1,16,0,11,72,1,1,1,1,1,9,1,8,0,1,11,0,4,2,12,2,16,20,0,3,0,51,0,0,0,0,28,2,8,4,1,99,1,0,2,34,18,4,0,2,26,100,5,44,3,4,8,1,15,1,14,12,1,5,1,0,1,23,16,7,2,0,5,0,4,1,0,0,0,3,1,0,0,0,6,1,0,1,4,3,7,37,0,2,48,3,1,0,9,0,4,61,0,0,0,13,0,7,1,2,1,15,5,0,23,0,81,3,26,7,8,8,1,0,0,25,26,0,1,5,6,6,4,2,0,6,10,6,0,1,6,2,3,1,12,4,3,13,9,5,30,1,4,0,2,11,3,11,111,10,5,0,3,0,0,6,2,3,62,15,0,1,2,3,44,0,0,0,0,13,0,2
well,3,0,0,1,1,0,10,1,3,0,0,2,1,0,1,1,0,19,2,2,311,1,8,0,1,17,0,3,2,2,1,1,0,1,0,0,0,1,8,1,0,1,4,0,0,0,0,1,0,7,3,0,1,2,0,3,0,14,2,2,1,1,0,1,0,0,1,3,1,0,0,1,0,0,1,1,2,0,0,0,10,0,1,0,3,2,2,0,1,1,0,0,2,2,2,1,1,6,1,1,4,17,2,0,7,2,0,13,0,9,0,2,11,1,0,0,2,1,1,35,31,0,1,0,7,0,5,6,0,1,0,0,1,1,4,1,0,0,2,0,2,1,0,0,1,1,2,0,4,24,2,0,0,2,30,2,2,0,0,1,1,0,0,0,3,1,0,0,0,12,1,3,0,0,0,0,4,1,4,2,2,3,0,1,1,2,4,0,0,0,3,0,0,1,0,0,0,2,0,1,1,0,1,0,1,0,12,0,1,2,0,0,3,1,0,2,0,0,4,0,3,0,1,23,0,1,1,0,1,1,0,4,0,0,12,0,8,1,1,1,4,0,1,1,6,0,0,1,1,1,0,3,0,0,15,2,0,1,0,1,0,2,6,1,1,0,2,26,0,1,28,2,0,3,5,1,10,0,1,0,5,1,0,2,0,0,6,5,0,1,4,3,9,4,1,1,0,13,3,3,8,2,1,3,3,0,7,1,3,1,3,0,1,1,8,1,4,6,0,0,249,1,14,0,7,22,4,1,3,1,1,1,0,2,1,0,1,1,14,18,0,0,8,2,2,0,0,1,2,2,2,1,0,1,1,3,1,5,1,3,0,0,2,0,0,0,10,3,2,0,1,2,0,3,0,1,0,1,4,2,28,1,0,0,7,1,5,1,0,1,0,2,1,0,1,1,1,7,1,1,11,31,0,1,6,3,0,6,0,18,0,2,3,1,0,6,0,0,9,11,22,2,2,0,4,1,3,4,1,1,0,0,2,0,0,1,1,0,1,0,3,1,2,0,1,4,1,5,1,1,1,0,0,1,3,3,0,3,0,1,2,0,0,0,1,4,1,0,2,6,0,9,0,1,0,0,5,1,9,3,0,8,0,9,0,5,7,4,0,0,0,0,1,1,1,1,0,2,0,0,1,1,0,0,2,0,12,1,1,3,1,0,3,1,0,0,2,0,9,1,0,0,1,4,0,7,0,1,0,0,2,0,4,0,37,8,1,6,6,2,7,0,0,2,9,4,1,4,1,3,2,4,0,1,3,0,0,0,2,6,1,2,6,5,1,0,0,1,1,1,16,1,7,12,5,1,2,8,4,1,2,0,0,2,0,3,2,23,3,2,3,0,1,0,1,0,0,22,1,5
went,0,0,0,3,2,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,18,0,7,1,1,1,0,0,1,4,0,1,0,0,0,0,1,0,4,1,0,0,0,1,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,1,7,2,0,2,2,1,0,1,1,0,1,2,0,2,1,0,0,1,0,2,2,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,2,1,1,0,0,96,1,0,4,0,0,6,1,9,1,0,0,0,0,2,0,0,0,1,13,0,0,1,1,0,0,1,0,2,2,0,0,1,0,0,2,2,0,1,2,0,0,0,0,0,2,0,0,0,6,0,0,3,0,3,1,1,0,0,3,0,0,0,5,0,0,1,1,1,1,1,0,2,1,1,4,3,3,1,1,2,1,1,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0,0,0,1,29,0,0,0,0,5,0,3,1,0,0,0,0,1,0,1,15,3,1,24,1,1,31,1,0,0,9,1,0,2,0,0,0,8,0,1,0,0,0,1,1,0,0,1,8,0,0,0,0,0,0,0,3,0,1,11,1,0,1,1,18,2,4,5,1,5,0,2,0,5,0,0,1,1,0,2,4,1,0,3,0,0,3,0,0,3,0,1,1,0,8,0,0,0,0,0,3,1,1,0,0,3,2,1,7,1,25,0,0,0,0,2,0,0,0,0,0,0,0,2,4,7,0,0,0,0,0,0,4,3,0,1,0,0,1,0,1,1,1,1,0,0,4,25,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,12,0,1,0,3,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,1,15,1,1,12,0,0,7,0,15,10,2,1,0,0,1,0,0,45,1,6,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,1,1,1,0,1,1,0,1,0,3,1,0,0,0,1,3,1,2,0,6,0,0,0,0,1,1,0,0,1,1,0,0,8,0,2,72,2,1,0,3,0,0,0,0,1,30,15,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,6,3,0,1,0,2,2,0,6,0,0,0,0,0,4,0,0,0,0,7,0,1,0,0,0,3,0,0,0,1,2,5,1,1,6,0,2,0,1,0,4,0,0,2,0,15,1,1,0,0,0,1,4,0,2,1,0,1,22,0,0,1,0,1,0,1,3,0,1,0,1,0,1,0,2,2,0,1,0,0,0,1,0,10,0,3,7,0,1,0,0,1,0,3,0,1
were,5,2,4,10,2,0,44,0,1,9,7,1,3,3,3,2,1,1,4,1,40,0,7,2,5,2,19,1,1,2,0,1,2,1,1,3,29,1,38,8,1,1,0,1,2,10,5,3,1,0,5,4,6,6,0,1,1,3,0,1,0,2,3,5,5,1,1,6,0,0,0,34,0,0,1,0,0,7,0,3,22,1,1,9,16,0,0,0,1,2,2,0,2,1,6,2,3,2,2,0,3,27,2,0,38,2,1,14,1,77,3,2,3,4,2,124,1,1,3,1,50,6,1,2,0,0,9,1,5,2,10,1,2,2,2,0,2,4,5,1,0,3,2,0,0,0,4,16,1,1,7,0,7,39,0,2,7,13,3,0,17,4,2,0,2,22,0,8,10,4,1,13,8,0,3,4,18,4,8,8,0,13,0,23,10,5,3,3,4,2,27,1,4,4,1,1,5,1,0,2,1,2,0,0,3,4,14,1,1,1,5,2,1,0,1,4,0,7,20,0,4,6,4,10,0,19,1,3,9,2,6,0,0,15,155,23,26,13,235,83,444,0,9,3,17,13,25,9,15,0,0,15,1,2,2,0,1,1,33,1,1,4,7,1,3,0,5,1,0,5,4,4,5,111,2,1,5,24,47,23,68,18,2,57,2,3,0,8,1,0,1,4,0,5,14,6,1,67,3,3,23,3,2,7,3,7,44,10,6,27,2,15,1,7,15,2,4,6,1,6,58,5,73,5,7,55,7,3,1,3,0,24,2,9,5,6,18,1,28,116,8,1,1,3,2,4,2,1,3,7,1,7,1,1,1,2,3,5,0,1,0,9,4,8,4,2,9,6,1,2,0,1,2,5,2,6,5,19,5,9,80,1,11,5,47,1,2,2,16,1,1,21,13,0,3,10,0,6,3,0,8,40,1,4,15,5,5,10,1,31,4,1,2,2,1,5,1,1,16,1,29,4,0,4,9,1,0,1,5,10,2,0,3,6,7,1,0,2,13,1,9,7,1,1,45,1,2,19,0,2,6,0,5,16,0,0,36,6,12,1,6,0,1,0,9,7,2,0,45,123,7,10,2,12,11,7,74,1,17,40,3,24,3,19,1,7,19,16,1,2,12,2,1,6,0,3,0,5,3,2,0,2,5,7,8,1,6,10,0,1,1,1,1,1,1,0,6,12,12,0,0,2,5,33,1,24,2,0,0,38,12,0,6,11,29,30,7,24,27,3,37,0,9,1,21,16,3,4,12,10,3,2,5,6,25,1,2,2,24,14,4,4,21,5,2,1,24,18,0,3,6,0,1,10,10,1,5,10,13,4,7,6,4,15,4,1,1,76,3,7,3,1,2,1,6,6,1,12,7,3
what,34,1,1,1,7,1,9,2,1,3,1,4,1,2,1,0,8,11,1,3,28,14,24,3,4,25,5,0,12,2,1,4,0,3,3,0,1,3,56,30,1,2,4,4,0,3,0,0,1,9,4,1,1,2,0,3,3,25,3,7,1,1,1,3,1,2,3,6,3,2,1,3,6,2,0,3,0,1,11,4,51,2,4,0,18,2,6,2,0,3,4,1,2,1,0,3,1,8,3,3,7,30,1,1,16,5,0,28,4,17,1,3,7,2,0,7,5,1,5,84,29,2,3,1,23,0,30,79,3,4,3,2,2,1,1,0,3,0,9,2,3,4,5,2,3,4,1,3,17,2,13,3,2,2,1,6,5,4,6,2,2,6,0,1,8,3,2,3,24,38,1,15,1,4,2,1,34,3,8,14,3,28,2,1,1,2,23,5,6,3,7,0,0,2,2,2,2,1,0,2,0,5,1,2,7,0,26,2,4,19,2,2,32,0,3,2,1,0,11,3,2,3,1,12,2,5,2,3,0,1,2,0,4,10,39,7,15,13,7,7,10,2,1,4,27,1,1,5,1,8,3,7,1,11,1,0,2,0,3,2,0,0,9,3,4,5,2,2,2,0,44,1,6,10,8,0,10,7,4,1,4,0,1,8,0,5,2,38,1,2,2,4,11,1,3,1,0,30,0,6,32,1,0,4,0,0,13,0,0,0,0,4,3,1,7,2,3,59,0,0,5,1,6,0,1,38,0,1,19,2,0,3,4,4,0,1,0,2,2,1,15,4,37,0,1,1,3,1,3,34,1,1,0,0,0,48,2,78,49,8,1,0,1,4,1,2,0,3,0,0,0,2,0,1,0,0,6,1,2,1,15,2,2,0,4,2,2,1,2,1,2,16,5,4,1,0,1,97,0,27,49,171,0,1,6,3,0,10,0,24,0,2,2,0,0,15,1,0,2,218,120,6,0,1,4,11,2,2,0,3,0,1,0,2,0,0,4,0,7,0,1,0,1,4,10,3,10,4,3,13,8,9,0,5,19,2,5,3,2,17,7,3,1,6,1,12,9,0,1,11,1,12,0,0,0,0,6,6,18,2,0,5,0,4,3,6,6,0,1,3,12,0,1,3,4,0,0,0,3,1,1,1,1,0,7,3,32,1,4,10,0,1,3,8,1,0,1,2,35,17,0,0,0,1,1,2,4,2,1,2,3,1,1,0,19,12,5,10,13,6,101,4,1,6,26,2,0,7,0,0,0,3,0,5,2,3,0,1,0,0,2,0,4,0,3,3,3,0,8,0,141,0,1,77,0,1,24,7,3,2,0,0,0,3,0,2,18,17,1,1,4,7,51,0,0,0,0,119,1,15
when,12,3,11,4,4,1,12,2,0,5,1,6,0,0,8,4,4,9,1,3,24,5,38,6,4,33,4,2,8,9,3,3,9,2,3,1,3,5,61,14,4,10,5,3,2,7,1,0,12,4,1,1,19,17,2,9,3,7,2,2,1,6,2,3,6,6,6,44,5,5,2,4,2,0,0,1,1,0,4,8,28,3,0,0,13,1,4,2,2,3,2,4,8,3,1,3,1,11,5,2,9,19,4,1,30,4,3,25,5,40,4,8,4,6,1,3,1,1,9,35,46,11,3,0,7,3,5,13,1,10,13,0,3,2,1,1,8,2,7,3,6,2,1,2,5,2,7,2,3,2,21,2,0,2,0,3,12,6,2,1,8,1,1,3,1,6,4,18,6,19,2,15,1,8,3,7,37,7,18,38,1,18,1,9,1,6,23,5,8,3,5,1,0,3,9,2,0,1,1,0,3,3,2,0,9,4,18,2,2,3,3,4,3,0,2,2,3,1,8,1,2,9,2,17,4,1,1,5,4,8,4,3,3,8,72,16,15,11,5,4,7,3,2,6,15,4,0,2,2,3,7,43,7,1,10,0,2,0,3,3,1,8,9,2,7,2,8,7,1,6,71,11,3,5,4,2,13,3,1,3,7,0,0,4,1,3,9,32,1,1,9,8,7,11,20,4,3,19,3,6,2,0,10,5,1,0,14,1,1,1,0,0,2,0,20,2,3,51,2,0,12,14,9,3,7,4,1,3,0,0,10,0,0,0,2,5,0,1,3,12,6,60,10,1,2,1,2,1,6,7,1,2,0,0,0,19,1,3,5,1,2,1,0,2,1,2,2,1,0,0,0,5,1,0,2,0,3,1,2,26,5,0,7,2,9,1,14,4,3,5,0,1,1,16,2,1,4,65,2,24,12,361,2,0,14,0,0,4,1,28,1,4,5,0,1,4,0,0,1,99,123,6,0,4,0,0,0,6,1,5,0,1,1,6,1,3,0,4,4,0,1,0,2,7,9,4,9,1,1,2,1,0,0,1,3,0,5,7,0,2,14,1,2,2,1,4,0,2,9,7,1,1,4,2,0,4,16,2,32,1,0,3,1,2,2,4,5,2,1,1,5,1,0,3,0,2,3,3,2,0,1,4,5,0,2,0,19,1,18,9,3,2,5,3,0,1,1,1,106,4,1,0,2,7,1,6,1,1,2,1,3,3,3,2,25,10,7,1,18,12,126,0,4,4,30,3,0,4,3,3,1,7,1,10,2,9,0,4,9,0,1,0,7,4,1,2,4,2,3,6,226,4,1,71,1,18,47,4,1,5,0,2,1,0,3,1,7,19,0,1,3,0,11,0,0,2,0,98,5,6
where,2,1,28,2,0,0,3,0,2,2,0,2,3,0,5,4,2,2,7,2,4,4,22,1,9,8,0,1,1,2,0,2,1,0,1,1,0,2,14,4,0,0,1,1,1,1,1,3,1,0,4,0,0,1,1,0,1,4,0,0,1,3,0,1,0,2,0,5,0,0,4,0,0,0,0,0,0,0,2,1,13,3,2,0,24,1,3,0,0,3,2,1,0,0,0,0,2,1,1,0,1,13,2,0,7,7,4,6,0,7,7,9,2,0,0,1,1,0,12,22,9,0,1,1,4,0,7,13,0,1,0,1,1,2,0,1,3,0,1,0,4,0,0,2,1,0,0,2,1,1,6,0,0,1,1,0,4,1,1,2,3,1,2,1,0,8,1,2,10,10,0,1,1,0,0,1,22,0,8,2,1,9,1,6,0,1,9,1,0,0,1,0,0,20,15,0,2,0,1,2,0,1,0,0,2,4,3,1,1,3,11,1,3,0,0,0,0,1,4,0,7,1,2,0,1,4,1,3,6,0,1,2,1,1,15,1,6,3,2,0,1,0,0,0,7,4,1,1,0,1,1,1,0,2,2,0,2,1,1,0,3,0,10,0,4,0,2,1,0,1,10,0,3,0,1,2,4,2,5,0,0,0,1,1,0,0,0,2,1,3,2,3,0,0,0,1,7,11,2,1,0,0,13,3,0,1,6,2,0,0,0,0,1,0,5,0,2,37,0,0,3,1,1,0,0,1,0,1,3,1,1,0,0,0,0,0,2,1,0,1,0,0,25,1,0,2,1,1,3,17,0,0,1,0,0,6,0,9,3,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,3,0,1,0,0,2,8,1,1,0,2,1,2,0,0,7,1,1,1,1,1,1,0,46,1,14,9,90,0,1,3,0,0,0,0,14,1,0,3,0,0,0,0,1,0,105,71,2,0,2,1,0,0,0,2,2,1,0,0,1,0,0,0,2,0,1,2,0,1,1,2,1,3,1,0,10,0,0,1,5,6,0,3,3,0,1,5,1,1,0,0,1,0,2,4,4,1,0,1,0,0,1,4,0,7,5,0,5,0,4,1,4,1,0,1,0,4,0,0,0,0,2,1,0,1,1,0,2,1,0,0,1,2,1,0,2,0,0,2,0,0,0,0,1,32,5,1,0,2,0,0,5,0,0,0,4,3,0,0,0,5,4,2,2,28,2,55,1,2,1,3,0,0,1,1,0,0,1,0,0,0,1,0,1,6,1,0,0,0,0,0,0,3,0,0,0,65,6,0,29,0,2,23,1,3,0,2,1,2,1,0,0,7,3,0,1,2,2,17,0,1,0,0,38,0,2
